	context_id	word	gold_sense_id	predict_sense_id	positions	context
84	3576	акция		1	76-80	платежи, но никаких переговоров с ФСК не ведет. Договоры на покупку пакетов акций ТГК-6 (23,58%) и ТГК-7 (32,14%) были подписаны КЭС-
85	3577	акция		1	96-101	превзошли все ожидания аналитиков. «Лебедянский» находится сейчас на пике интереса инвесторов к акциям компании. И, безусловно, всех интересует, как будет развиваться ситуация в дальнейшем. Консультанты «
86	3578	акция		1	85-89	, а госрегистрация отчета о выпуске акций датируется 7 декабря 2012 года. Допэмиссию акций завершили в начале сентября 2013 года, а приватизации 49% акций компании так
87	3579	акция		0	97-101	"общем, неадекватная реакция и полная халатность начальства компании привели страну в негодование.Акции""Сноу"" упали процентов на 50. Правда, часть заводов вновь заработала - чтобы не"
88	3580	акция		0	116-121	посчитало несправедливым. Генеральный директор клуба Роман Асхабадзе назвал произошедшее в Ярославле спланированной акцией против клуба. «Кучка отморозков добилась своего и лишила «Спартак» своего 12-го
89	3581	акция		1	88-92	в инструмент для спекуляций. Бумаги Сбербанка же выступают абсорбентом денег от продажи акций компаний других секторов», – полагает М. Шеин. «На рынке, как мне кажется, началась
90	3582	акция		1	75-79	«Дикси», заявили РБК daily в «Тройке Диалог», в паевых фондах которой есть акции ритейлера. В пятницу на российских площадках бумаги «Дикси» стоили чуть больше 280
91	3583	акция		0	93-97	» – 772 – 69 – 61, по которому можно анонимно передать все сведения. Проведение традиционной акции крымских татар 18 мая будет мало отличаться от мероприятий предыдущих лет.
92	3584	акция		1	87-91	авиакомпания (вслед за «Аэрофлот-Норд» и «Аэрофлот-Дон») – ЗАО «Aeroflot – Cargo» (100%акций будет принадлежать головной компании). По его словам, новому ЗАО будут переданы в
93	3585	акция		0	65-69	есть снимают с занятий и говорят: «Студенты, или вы идете на эту акцию, или мы вам не поставим зачет. «Нашисты», например, привозят людей из регионов
94	3586	акция		1	71-75	5,49 млрд приходится на участие в капитале ЛУКОЙЛа (ему принадлежит 20%акций). Только в четвертом квартале доля американцев в российской компании «похудела» на 7
95	3587	акция		1	102-106	этом основные причины высокого инвестиционного рейтинга «Транснефти», который не зависит от стоимости акций компании. – Что Вы можете ответить на претензии экологов к новому проекту трубопровода
96	3588	акция		0	89-93	действиях «за нашей спиной». Соратники Удальцова пообещали не менять площадку и провести акцию на площади Революции. Переговоры между оппозиционерами шли весь день, по их окончании
97	3589	акция		1	87-91	% принадлежит основателю группы «Русский стандарт» Рустаму Тарико, а еще 25% плюс одна акция— французской страховой компании Cardif, входящей в группу BNP Paribas. Дело в отношении
98	3590	акция		1	91-95	". ОАО ""Росспиртпром"" (бывшее ФГУП) создано в январе 2009 года. Государству принадлежит 100%акций ОАО, уставный капитал составляет 9,02 миллиарда рублей. Также в капитал ""Росспиртпрома"""
99	3591	акция		1	76-80	цены на бирже. Эксперты с пониманием отнеслись к вчерашнему падению цены на акции ВТБ, отметив ее юридическую обоснованность. В мае ВТБ разместил в России и
100	3592	акция		1	91-95	по связям с общественностью ММВБ Алексей Герасюк, «после трех месяцев обращения допвыпуска акций ВТБ, произошло объединение основного и дополнительного выпусков. Торговая система при выставлении изменения
101	3593	акция		0	89-94	. Конвертация была запланирована на 28 декабря. Однако после приостановки торгов по этим акциям она оказалась под угрозой срыва. Дело в том, что законодательство хотя и
102	3594	акция		1	81-85	другую брокерскую компанию с просьбой открыть короткую позицию объемом в 500 тыс.акций Apple, представившись местному брокеру сотрудником компании, к которой не имел никакого отношения.
103	3595	акция		1	79-83	Unicredit S.p.A. В консорциуме перевозчику будет принадлежать 95%. Для покупки акций«Аэрофлот» получил принципиальное согласие от банков на финансирование этой сделки, сообщил вчера
104	3596	акция		1	93-97	присоединения к банку «Открытие» двух кредитных организаций — банка «Петровский» (по 25% его акций принадлежат НОМОС-банку и ФК «Открытие» и 50% — АСВ), а также инвестиционного
105	3597	акция		1	136-140	Менеджмент». Стратегический финансовый партнер — Газпромбанк. В собственность создаваемого холдинга — «Атомэнергопром» — будут переданы акции 31 акционерного общества, в том числе ведущих мировых ядерных компаний — ОАО «ТВЭЛ»
106	3598	акция		0	80-84	года. Допэмиссию акций завершили в начале сентября 2013 года, а приватизации 49%акций компании так и не состоялось, констатирует собеседник «Известий», знакомый с результатами проверки.
107	3599	акция		1	109-113	и профессиональным портфельным инвесторам — ПИФам и хедж-фондам», — полагает эксперт. «Размещение допэмиссий акций генкомпаний преследует две цели: привлечение инвестиций и, что не менее важно, передачу
108	3600	акция		1	94-98	ЗАО целостный имущественный комплекс «Титана», получив взамен 50% + 1 акция. Оставшийся пакет акций OstChem Germany GmbH, дочерней компании OstChem Holding AG, входящей в Group DF
109	3601	акция		0	90-96	» в строительство были инвестированы частные средства. Сам Ипатов, по его словам, владеет акциями«как член трудового коллектива». Впоследствии этим фактом озаботились Госатомнадзор и Генеральная прокуратура
110	3602	акция		0	86-90	ДПС 3 раза останавливали колонну под предлогом проверки документов. В парке Авиаторов акцию встречали около 50 человек, они запустили в воздух надутые гелием черные презервативы,
111	3603	акция		1	75-79	дальнейшей продажи в течение 540 дней после размещения. В результате за 12%акций«Пронто-Москва» г-н Макарон получил 75,9 млн долл. и 3,8
112	3604	акция		0	81-85	"по дорожной дисциплине родителей.  А вот водители остаются как бы безнад-зорными.Акции""Осторожно, на дороге дети!"", которые сейчас проходят повсюду, вряд ли в корне"
113	3605	акция		1	67-71	-show «Уралкалий» разместил в России и за рубежом еще 12,75% своих акций по цене 3,5 долл. за штуку и 17,5 долл.
114	3606	акция		1	81-85	казна». Владимиру Фролову до перехода банка к новому владельцу принадлежало 22,5%акций«Северной казны». По его словам, сейчас самое время для разработки принципиально новых
115	3607	акция		1	70-74	в совете директоров в пользу города, который пока не имеет своей доли акций в компании. Такое решение он объяснил тем, что «в Петербурге реализуется беспрецедентная
116	3608	акция		1	83-87	млрд долл.», — отмечается в финансовом отчете «Газпрома» по МСФО за первый квартал.Акции компания скупает в интересах своей нефтяной «дочки». В пресс-службе «Газпром нефти» пояснили
117	3609	акция		0	109-115	стало известно Handelsblatt, во втором квартале произойдет значительное уменьшение комиссионных при торговле акциями в системе Xetra Best. «В настоящее время представители Deutsche Boerse практически еженедельно
118	3610	акция		1	96-100	торгов участники рынка видят «Северсталь-авто». «Если «Северсталь-авто» выкупит государственные акции, то она получит супермажоритарный пакет (свыше 75% обыкновенных акций) и таким образом
119	3611	акция		1	119-123	выглядит абсолютно непрозрачной: в госбанке отказываются комментировать основные параметры сделки. Проследить движение акций РТС в собственность Сбербанка можно на основе обязательного раскрытия информации. Согласно имеющейся
120	3612	акция		1	89-93	состава компании несостоятельны», — говорит он. При этом юрист отмечает, что цена выкупа акций должна рассчитываться исходя из комплекса данных за последние полгода. Среди критериев — средневзвешенные
121	3613	акция		1	65-69	«Дорогобуж» и около 1,2% акций «Апатита», а норвежцы — около 8,2%акций«Апатита». Говорилось, что СП создается для улучшения условий закупок российского сырья. Но
122	3614	акция		0	77-81	на время его начала. Сегодня в Одессе возле здания Управления МВД состоялась акция с требованием запретить ряд курительных смесей, которые уже признаны наркотиками в России.
123	3615	акция		0	90-94	получали, поэтому предпринимать какие-либо действия не могут. «Мы в любом случае обменяем акции«Вены», «Пикры» и «Ярпива» на акции «Балтики». До конца года консолидация состоится
124	3616	акция		0	92-96	340 должностей, на которые назначает лично глава государства. Власти Белоруссии готовятся к акции оппозиции, намеченной на пятницу. Ряд оппозиционеров уже задержаны. Минские СИЗО спешно освобождают
125	3617	акция		1	76-80	. В свою очередь, Rio Tinto будет вкладывать средства в проект путем выкупа акций Ivanhoe Mines. Австралийско-британская группа намерена вложить в разработку Оюу-Толгой $4
126	3618	акция		1	71-75	«Tele2 Россия», после того как ВТБ продал 50% из принадлежащих ему 100%акций сотового оператора. Помимо «Северстали» в приобретении пакета акций участвовал также банк «Россия»
127	3619	акция		1	110-114	энергокомпании должны быть зарегистрированы. Как сообщили корреспонденту «Нового Региона» в ОАО «Челябэнерго»,акции создаваемых обществ будут распределены между акционерами энергокомпании, в том числе и среди
